id_profesor;D1_LID1;D9_SO4;D2_GE1;D9_SO2;D2_GE3;D8_AP4;D6_APD1;D5_INT2;D7_TC1;D4_EE2;D8_AP1;D3_COM2;D8_AP3;D2_GE4;D9_SO1;D2_GE2;D9_SO3;D1_LID2;D3_COM1;D8_AP2;D4_EE1;D7_TC2;D5_INT1;D6_APD2;P1_EJP1;P3_ASO4;P1_EJP3;P2_AAP1;P2_AAP3;P3_ASO1;P3_ASO3;P1_EJP2;P1_EJP4;P2_AAP2;P3_ASO2;P2_AAP4;A1_CF1;A7_ASR2;A2_INT1;A6_DIS2;A3_ESF1;A5_COP2;A4_COA1;A1_CF2;A5_COP1;A4_COA2;A6_DIS1;A2_INT2;A7_ASR1;A3_ESF2;F1_COP1;F2_RES1;F4_INT2;F3_CON2;F1_COP2;F2_RES2;F4_INT1;F3_CON1;CRD1;CRSS1;CRP1;CRA1;CRR1;CRF1;CRCC1;CRD2;CRP2;CRA2;CRF2;CRCC2;CRR2;CRSS2
20070004;2;3;4;4;4;1;4;4;2;4;4;5;3;2;4;2;4;4;2;4;1;4;3;4;4;4;3;3;2;2;2;1;5;5;4;1;4;1;2;5;2;4;2;1;3;4;1;4;4;5;3;2;4;4;5;3;2;2;2;4;1;4;3;2;1;1;2;5;2;1;3;4
20070005;4;5;4;2;4;4;5;3;4;3;4;4;4;3;4;1;5;4;4;2;5;4;3;2;4;3;3;4;4;4;4;5;3;4;3;3;4;4;3;4;3;2;4;2;4;3;3;3;4;3;3;4;3;2;4;3;4;3;4;3;3;3;3;4;4;4;4;3;3;3;4;3
20070006;2;4;3;2;4;1;4;1;4;2;5;5;5;2;5;1;2;4;2;1;4;2;3;2;4;5;4;4;5;2;1;2;1;4;2;5;4;2;2;5;2;2;5;1;5;2;2;4;4;5;2;2;4;3;4;4;2;3;3;2;1;5;4;4;2;3;1;5;4;2;4;2
20070007;3;5;4;4;4;4;5;2;4;2;4;3;4;4;4;2;4;4;4;4;4;3;4;2;5;5;2;4;4;3;1;2;2;2;3;3;4;2;1;3;2;4;4;3;3;2;2;4;3;5;3;4;4;3;4;3;4;3;4;4;2;3;3;3;2;4;3;4;3;3;3;4
20070008;3;4;4;4;3;4;4;4;4;3;4;3;3;2;3;1;5;5;3;5;3;2;3;2;4;3;2;4;3;3;1;2;4;2;4;3;3;4;2;5;2;4;4;4;2;4;2;4;2;4;2;3;4;4;5;4;2;4;2;2;2;2;2;2;2;2;2;3;2;2;2;2
20070009;1;5;3;3;5;3;2;3;3;5;5;5;1;1;4;3;5;5;3;1;2;3;3;3;5;4;4;4;4;5;4;1;3;5;4;1;5;1;2;5;4;1;5;3;5;2;1;3;1;5;2;2;5;3;5;3;3;3;1;3;3;5;3;4;1;1;1;5;3;2;3;3
20070010;2;4;3;1;2;4;5;2;3;1;4;5;4;1;4;2;4;5;1;1;4;5;4;1;5;5;4;5;1;5;2;1;2;1;2;1;4;2;2;4;4;1;5;1;5;1;2;4;4;5;2;2;5;4;4;2;4;3;1;4;4;5;4;4;1;1;2;5;2;1;1;4
20080001;1;2;1;5;1;3;1;3;1;2;1;5;2;5;2;5;2;5;1;3;1;2;2;5;5;1;3;4;4;3;2;3;2;2;2;2;3;3;3;2;2;3;4;4;4;2;4;3;3;5;2;2;4;5;5;3;2;1;1;2;3;4;1;1;3;1;3;4;2;2;2;3
20080002;1;2;1;5;1;1;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;1;5;5;2;5;4;5;5;5;1;1;1;2;1;5;5;3;1;5;1;5;1;5;1;5;3;5;5;4;5;2;3;4;3;4;3;1;1;4;5;2;5;1;1;5;5;5;1;2;2
20080003;1;2;1;5;1;1;3;3;1;4;3;5;3;4;2;5;1;5;1;3;2;5;3;3;4;2;4;5;4;4;5;2;1;3;1;2;4;4;2;1;2;1;5;1;5;2;4;3;5;4;4;3;3;2;2;2;3;3;3;4;5;5;3;4;2;1;4;4;4;4;2;3
20090001;3;5;4;4;4;2;5;1;5;3;2;1;3;1;5;1;5;1;5;4;4;3;5;2;4;1;4;5;5;5;4;1;1;1;1;1;4;2;2;1;2;3;4;3;2;2;4;4;4;4;4;3;3;3;4;3;3;3;5;1;5;1;5;1;1;1;1;1;3;5;1;1
20090002;2;5;4;5;3;5;3;1;5;1;3;1;4;1;5;1;5;1;5;1;5;1;5;1;5;4;4;5;5;3;5;2;1;2;1;1;3;4;4;4;4;2;4;4;5;2;3;1;4;1;2;2;5;1;5;1;4;3;5;5;5;5;4;5;5;5;5;5;5;4;5;5
20100001;1;3;1;1;3;3;1;5;1;5;3;5;3;5;1;5;3;5;1;3;1;5;1;5;3;1;1;2;2;2;1;1;1;5;5;3;5;1;3;1;3;1;4;1;5;1;4;3;5;3;3;3;4;3;3;3;4;3;1;1;3;5;1;3;1;1;3;1;3;1;1;1
20100002;4;4;4;4;4;4;4;1;4;2;1;4;3;2;4;1;4;3;4;3;4;2;4;2;4;2;4;4;1;2;4;2;1;1;2;2;4;2;4;2;4;2;4;2;4;1;4;1;4;4;4;4;2;2;2;2;4;4;5;5;4;4;4;4;5;5;4;5;5;5;4;5
20100003;1;4;3;2;3;1;1;1;3;4;2;2;2;2;2;5;3;5;2;5;1;4;5;4;4;5;3;3;2;2;2;2;3;4;4;2;4;4;4;2;3;4;3;2;3;4;3;4;2;4;1;1;3;1;1;4;2;2;1;3;4;4;3;2;1;1;2;5;5;2;2;1
20100004;1;5;4;3;4;2;2;3;2;2;2;5;1;5;3;4;1;5;2;5;5;2;5;2;5;5;1;4;2;4;1;4;4;4;4;1;5;1;3;4;4;3;2;3;1;3;1;1;5;3;4;2;1;5;5;1;1;3;1;5;2;5;1;4;5;1;3;5;3;1;5;5
20100005;2;4;4;4;4;3;4;2;2;4;3;4;2;3;2;4;4;4;2;2;4;2;5;2;1;2;4;2;4;2;2;4;4;4;2;4;3;4;2;4;2;2;4;2;4;4;4;4;4;4;2;2;4;4;4;4;2;2;2;2;2;4;2;4;2;4;2;2;2;2;2;2
20100006;2;4;1;5;2;4;4;4;5;5;5;5;2;5;4;5;2;5;1;5;2;5;4;2;5;4;4;4;4;4;5;4;2;1;2;2;5;2;4;1;4;1;5;1;5;1;5;1;5;4;5;4;5;2;4;2;2;4;2;2;1;5;4;4;2;1;4;2;2;5;2;2
20100007;2;5;3;2;4;1;5;1;4;2;2;4;4;3;1;3;4;2;4;2;3;1;3;2;4;2;3;4;2;4;5;2;3;1;2;4;4;2;5;1;5;1;5;2;5;2;4;1;5;3;5;4;1;4;2;1;4;4;4;4;3;4;4;4;4;4;2;4;1;4;2;4
20100008;1;4;2;2;3;3;3;1;2;2;2;1;1;2;2;2;3;3;2;3;3;2;4;3;5;3;2;4;4;4;2;1;4;1;5;3;4;1;4;5;2;2;4;1;4;1;1;4;4;2;4;4;4;2;2;3;2;2;2;3;1;4;1;3;3;3;4;4;4;4;1;3
20100009;5;5;5;4;5;3;5;4;5;1;5;1;4;3;5;1;4;2;5;5;4;3;5;1;5;4;5;5;4;3;4;1;3;5;3;2;4;4;3;2;4;2;5;4;5;3;4;3;4;3;3;4;3;5;3;3;3;3;5;5;4;5;5;5;5;5;5;5;3;5;5;4
20110001;1;3;2;1;2;1;4;4;2;5;3;5;3;3;2;4;2;5;2;3;1;4;2;2;3;5;3;3;2;2;3;2;5;2;5;3;3;2;5;4;2;4;4;3;3;3;3;5;4;5;4;3;4;5;5;4;5;3;1;3;2;2;3;3;1;1;2;4;1;4;3;3
20110002;3;4;3;3;3;3;4;3;3;3;4;3;4;3;4;3;4;5;3;3;3;3;3;2;3;4;3;4;3;3;3;2;3;2;4;1;2;4;2;3;2;3;4;4;3;2;4;4;3;5;3;3;4;4;4;3;3;2;3;4;3;4;4;4;3;3;3;4;3;4;3;3
20110003;1;3;1;3;2;1;2;5;1;5;3;5;3;3;2;4;2;5;2;3;1;5;2;3;4;3;2;4;4;2;2;2;4;3;3;3;3;2;3;3;3;3;3;4;4;2;3;2;4;4;3;2;3;3;3;3;4;3;1;2;3;4;3;3;1;1;3;3;3;4;3;3
20110004;3;5;5;4;4;1;5;1;4;4;1;4;1;1;5;1;5;5;3;1;4;3;5;1;2;2;4;4;2;2;2;3;1;4;2;2;5;1;4;2;2;1;3;1;5;3;5;4;5;4;2;2;4;3;4;3;4;3;4;4;3;2;5;3;3;2;2;2;2;5;5;3
20110005;4;4;4;4;4;4;3;3;3;3;4;3;3;2;3;3;3;3;2;3;3;3;2;3;2;3;2;3;2;2;3;4;4;3;4;4;4;4;3;2;4;2;4;2;4;3;4;3;4;4;2;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;4;2;3;3;4
20110006;4;5;4;4;4;3;3;4;4;4;3;3;3;3;4;2;4;3;4;3;3;3;4;2;4;3;4;3;3;3;3;2;2;3;3;2;3;2;3;2;3;2;3;2;4;3;4;3;3;4;3;3;4;3;4;2;4;3;4;4;4;5;4;5;4;3;3;4;4;4;4;4
20110007;1;4;4;3;4;2;4;5;4;2;4;2;3;1;2;2;5;4;2;1;5;1;2;5;5;4;1;4;2;5;4;5;5;2;2;3;4;2;5;4;4;2;5;2;5;1;5;4;4;5;5;4;2;4;4;2;4;3;4;5;4;5;5;4;5;2;4;5;3;4;4;4
20110008;2;4;4;5;4;5;5;4;2;3;3;4;3;3;4;2;2;5;3;5;3;5;4;2;5;4;4;4;5;5;5;3;2;4;2;4;5;2;5;1;5;1;5;1;5;4;5;4;5;4;5;3;3;2;5;3;4;3;3;4;4;5;5;5;3;2;2;5;5;3;5;3
20110009;5;5;5;5;5;5;5;5;5;5;5;1;5;3;1;1;5;1;5;5;5;1;5;1;5;1;5;5;5;5;5;5;1;5;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;1;5;5;5;3;1;3;5;5;3;5;3;3;3;3;3;3;3;3;3;3;3;3
20110010;5;5;5;4;5;4;5;2;3;2;3;2;3;3;4;3;4;2;5;3;4;3;4;1;5;5;5;5;4;3;2;2;4;4;2;2;5;2;4;5;3;3;4;4;4;2;2;3;4;3;4;3;5;3;5;3;4;3;5;5;5;5;5;4;5;5;5;5;5;5;5;5
20120001;4;4;3;2;4;2;3;3;4;4;3;3;3;1;4;3;3;1;5;3;1;4;5;4;5;5;4;5;4;3;5;3;4;3;3;1;4;5;1;5;3;5;1;3;5;5;1;5;4;5;1;3;1;4;5;4;5;3;3;4;3;4;4;3;4;4;5;3;4;1;3;3
20120002;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;3;4;3;4;2;4;2;3;4;4;2;2;3;5;1;2;1;2;4;3;3;5;5;4;4;1;1;2;1;4;4;4;4;4;4;5;5;1;3;4;4
20120003;4;3;4;4;4;4;4;3;3;4;3;3;3;4;3;2;4;4;4;3;4;3;4;3;4;2;3;3;2;3;5;3;3;3;2;3;4;2;3;5;3;4;4;4;3;2;1;4;4;4;3;3;5;3;5;4;4;3;4;3;3;3;3;4;4;4;4;3;3;4;4;3
20120004;4;2;4;4;4;2;3;2;4;3;3;3;4;2;5;3;4;4;2;5;4;2;5;3;5;5;4;5;5;2;5;2;5;2;5;2;4;2;1;5;2;5;2;2;5;2;1;4;5;4;1;2;5;5;5;3;1;3;3;3;3;4;4;5;3;3;3;3;3;3;1;2
20120005;2;2;3;4;4;1;2;2;3;4;1;4;1;4;5;1;5;2;2;5;1;5;1;1;2;3;1;2;5;5;1;1;1;5;1;1;5;1;4;4;2;1;5;1;5;1;1;4;5;4;1;1;1;5;5;5;1;1;4;1;1;1;1;5;4;3;3;5;5;4;1;1
20120006;1;2;1;3;2;1;2;2;2;5;1;5;1;3;3;3;4;5;4;4;2;5;2;5;5;5;2;5;1;3;5;3;5;3;3;3;4;2;1;5;1;3;3;1;5;4;1;5;5;5;1;1;3;5;5;5;4;1;3;1;3;1;1;3;2;1;1;1;1;1;1;1
20120007;1;2;5;3;4;1;4;1;1;2;3;1;3;3;3;3;1;2;1;4;3;2;5;5;5;5;3;4;2;2;3;3;1;2;5;2;2;2;3;1;2;3;1;3;5;2;1;1;3;2;1;5;5;5;5;5;1;1;3;2;2;5;1;3;3;2;3;2;1;1;1;2
20120008;3;4;3;3;3;4;4;3;1;3;3;3;2;2;3;3;3;2;1;4;3;3;2;3;4;5;2;3;1;1;1;3;5;5;5;4;4;4;4;5;3;4;3;1;4;1;3;3;4;4;3;3;4;3;4;3;4;2;2;3;1;5;4;4;1;2;1;4;4;3;3;3
20120009;4;5;5;5;4;3;5;3;5;4;4;3;3;4;4;3;4;4;4;3;4;3;4;4;4;2;3;4;2;3;4;3;3;3;3;3;4;2;3;2;4;4;4;3;4;2;4;3;4;4;4;4;3;3;4;3;4;4;4;4;4;4;3;4;4;4;4;4;3;4;3;4
20130001;5;5;5;5;5;5;5;2;4;2;4;1;5;1;5;3;5;4;4;2;4;3;5;1;4;5;2;4;3;3;1;5;2;4;4;5;4;2;4;5;5;4;3;2;4;3;2;2;2;4;4;3;5;3;5;3;5;3;5;5;4;5;4;4;4;5;2;5;1;3;4;5
20130002;4;4;4;5;4;4;4;1;5;1;4;2;4;3;5;1;4;1;3;1;5;1;5;1;3;3;4;5;3;3;2;3;4;2;3;1;3;2;4;5;4;1;5;3;5;1;3;2;4;2;4;4;3;3;5;1;5;3;5;5;3;5;5;4;4;4;4;5;1;4;5;4
20130003;4;5;3;4;5;1;4;3;4;1;4;3;2;1;5;3;4;3;3;3;5;3;5;1;5;4;3;4;3;4;4;2;1;3;2;3;4;2;4;2;5;1;5;3;5;1;4;2;4;2;3;3;3;3;3;3;3;3;5;4;3;5;4;3;4;5;3;5;1;4;3;3
20130004;2;4;3;4;4;1;4;5;4;5;4;5;3;3;5;2;5;5;5;3;2;5;5;2;4;4;4;4;4;2;3;4;4;4;3;4;5;2;4;1;4;3;5;2;5;2;5;2;5;4;3;4;5;3;3;1;4;3;5;4;3;5;5;5;3;4;3;4;3;5;5;5
20130005;5;5;5;5;4;3;5;3;5;2;3;1;4;2;2;1;3;1;5;2;3;4;5;1;5;2;3;5;5;4;3;1;1;1;2;1;5;1;4;4;5;1;5;1;5;1;4;1;5;5;4;4;3;2;3;3;5;3;5;4;4;5;5;5;5;4;5;4;4;5;5;5
20130006;1;4;1;3;2;3;4;4;2;3;4;4;3;3;4;4;3;5;2;3;2;4;3;3;4;5;3;3;3;3;1;3;4;4;4;1;5;2;5;1;5;1;5;1;5;5;5;1;5;2;2;4;2;2;1;1;3;4;4;4;1;5;1;5;1;4;1;5;4;1;1;3
20130007;3;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;3;4;2;4;3;4;1;4;4;3;1;3;3;1;3;5;3;4;3;4;1;5;2;4;4;4;5;4;3;3;4;5;3;1;1;3;4;5;3;3;3;3;3;3;4;3;3;3;4;3;5;1;4;3;4
20130008;3;4;2;2;2;4;2;3;3;2;2;5;2;4;4;4;2;4;2;4;2;4;2;2;3;5;1;1;1;1;1;3;4;4;5;4;4;2;1;5;2;4;3;2;4;1;1;4;5;5;3;3;5;4;5;4;4;3;3;2;2;2;4;3;5;1;1;5;1;2;4;1
20130009;4;4;4;3;4;4;4;2;4;3;4;4;3;2;4;2;4;2;4;3;4;2;3;2;5;5;3;2;2;1;1;1;4;4;5;5;5;1;4;2;4;2;2;2;5;4;4;2;4;2;3;3;3;2;3;1;3;3;3;4;1;5;3;4;1;5;2;4;3;3;4;4
20130010;1;5;5;2;5;5;1;5;3;3;1;5;3;2;5;1;3;5;2;3;1;2;5;1;5;5;2;2;2;2;1;2;2;5;5;5;5;2;5;2;5;1;5;1;5;1;5;1;5;1;2;2;3;3;3;1;2;3;2;2;2;5;2;3;1;1;2;5;3;3;2;2
20140001;3;5;4;4;4;5;4;3;3;4;4;4;4;3;4;4;4;4;4;3;4;3;4;2;4;4;3;4;2;3;4;3;2;3;2;3;5;4;4;4;5;2;4;2;4;2;3;2;3;2;4;3;3;3;3;2;3;3;4;4;4;4;4;3;3;3;4;5;3;3;4;4
20140002;3;4;4;4;4;3;4;4;4;1;3;2;4;1;5;1;5;4;5;5;4;3;5;2;5;2;4;5;1;4;4;2;2;2;2;2;5;4;4;2;4;3;3;4;4;2;2;2;4;3;4;4;4;2;2;2;4;4;4;5;4;4;4;3;5;4;4;4;4;4;4;4
20140003;3;4;4;3;4;5;2;2;4;2;2;4;3;2;4;2;4;4;3;4;3;3;5;5;5;1;5;5;5;5;5;2;2;1;2;2;5;1;4;5;4;2;3;2;5;1;3;2;4;3;1;3;3;3;4;4;3;3;4;3;5;5;5;4;4;3;4;5;3;2;4;3
20140004;3;4;1;5;3;3;2;3;1;5;3;5;1;1;3;4;1;5;1;5;4;1;1;5;5;1;1;4;3;2;4;5;5;4;2;4;5;1;5;4;5;1;5;1;5;1;4;2;5;2;5;3;5;3;5;1;5;2;1;5;4;5;1;5;4;1;4;5;3;5;1;4
20140005;3;3;3;3;4;3;4;5;4;4;3;3;4;2;4;4;3;5;3;4;3;3;3;4;5;5;2;5;4;3;2;1;1;5;5;5;5;1;2;5;2;5;5;1;5;3;2;2;5;4;3;3;4;5;5;5;3;3;2;4;2;2;4;2;2;2;4;4;1;5;2;2
20140006;5;5;4;5;4;5;5;1;5;1;5;4;5;1;5;3;5;4;4;1;4;4;4;1;5;1;5;5;5;5;5;1;1;1;1;1;5;1;4;1;5;1;5;1;5;1;2;4;5;5;5;5;3;1;2;1;4;5;5;5;5;5;4;5;5;5;5;5;4;5;4;5
20150001;2;2;4;2;2;2;4;2;4;3;4;2;4;2;4;3;4;2;2;1;3;4;2;3;5;1;4;5;4;3;4;2;2;1;1;2;4;1;4;2;3;2;4;1;5;1;4;2;5;4;4;4;2;2;2;2;3;4;3;3;3;4;2;4;4;2;4;4;3;4;2;3
20150002;2;2;2;4;4;2;2;2;3;4;2;4;2;2;4;3;4;4;2;3;2;2;2;3;4;2;3;4;3;2;3;2;2;3;2;2;4;2;3;2;3;2;4;2;4;2;4;3;4;3;4;4;3;2;2;2;2;4;2;2;3;4;2;4;3;2;2;4;4;4;3;3
20150003;3;4;4;2;2;3;5;2;3;2;3;3;4;2;4;2;4;3;4;2;4;3;4;1;5;1;4;5;5;4;5;1;2;2;1;2;3;2;4;4;3;4;3;3;4;2;3;3;4;4;4;3;3;3;3;2;2;3;4;4;5;4;2;4;5;3;5;4;2;4;3;3
20150004;4;4;4;2;5;3;4;1;4;1;3;2;4;1;5;1;5;3;5;2;4;3;5;1;5;1;5;5;5;5;5;1;5;1;1;1;5;1;5;4;4;2;4;1;5;1;5;1;5;3;5;5;2;1;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
20150005;4;2;3;1;4;2;3;2;4;2;4;2;4;2;5;1;5;3;3;2;3;2;3;3;4;2;4;5;4;4;4;3;2;2;1;1;3;2;3;4;3;2;3;2;4;3;3;3;3;3;4;4;3;3;3;2;4;4;4;3;4;3;2;3;3;4;3;3;2;4;3;3
20150006;4;3;2;4;2;1;4;3;3;2;4;4;4;3;4;3;4;3;2;4;2;3;3;1;4;4;2;3;2;2;2;2;2;4;4;4;4;4;3;4;3;4;3;2;4;3;3;4;4;3;4;4;1;3;3;2;3;4;2;2;2;4;2;2;3;3;3;4;4;2;2;3
20150007;4;2;4;1;3;2;4;1;4;1;4;2;3;2;4;1;4;3;3;2;4;1;3;1;3;2;3;4;4;3;3;2;2;2;1;1;3;3;3;4;3;2;3;3;4;2;2;3;4;4;3;3;3;1;4;3;2;3;4;4;3;3;3;3;3;4;3;3;3;3;3;4
20150008;3;2;3;4;2;1;3;2;3;3;3;3;3;3;3;4;4;3;3;3;3;2;2;3;3;4;2;4;4;2;4;3;2;3;3;3;3;3;4;3;4;3;3;3;4;2;4;2;3;2;4;2;3;3;3;2;3;3;3;3;3;5;3;4;4;2;4;5;5;4;3;3
20150009;2;2;2;2;3;2;3;4;2;5;3;4;3;1;2;3;3;5;1;3;1;3;3;4;3;1;3;4;5;4;4;3;3;1;2;4;3;2;3;3;3;3;4;2;3;2;3;3;4;4;4;3;2;2;4;2;3;3;3;3;5;4;1;3;3;2;4;2;2;3;2;3
20150010;4;4;4;4;2;5;4;4;2;2;2;4;2;4;2;1;2;5;2;5;3;4;2;2;4;1;4;5;3;2;5;4;4;1;1;2;5;1;2;4;2;1;5;1;5;2;2;4;5;5;5;3;2;1;2;2;4;4;4;2;5;5;1;5;5;3;5;5;5;2;2;2
20150011;3;2;4;1;3;4;4;4;4;4;4;3;4;3;3;2;4;4;2;2;2;3;2;1;4;1;4;4;4;4;5;3;4;1;1;2;5;2;4;1;4;2;5;2;4;2;5;2;5;2;5;5;3;2;2;1;5;5;3;2;4;4;3;4;5;2;4;3;4;4;3;3
20150012;3;2;4;3;4;2;4;3;3;3;4;3;4;2;4;2;4;3;3;3;3;3;2;3;4;2;3;5;4;4;4;3;3;2;2;2;4;3;3;2;4;3;4;3;4;2;4;3;4;3;4;4;3;2;3;3;3;4;3;3;4;4;3;4;4;3;4;4;4;4;3;4
